,Target,features
136,1.0,"(118.85528469085693, 68.60552527900161, 525694, 37309, 0.004745868132068613, 818.1285896666897, -0.4143479224895533, -0.3004665418718243, -1.1492378042099887, -1.9851367703101623, -1.2788693617495996)"
137,1.0,"(141.71554565429688, 64.83359877385796, 527514, 36507, 0.004973837158008858, 819.5435834666907, -0.8520078340334954, -0.9970932964664673, -0.8902853370801636, 1.9313711182398627, 1.3246924063433754)"
138,0.0,"(119.23884582519531, 65.0717146852824, 519024, 57364, 0.0019820675441410127, 812.9218175609651, 0.022242429041273878, 0.5505615824418792, -0.3452743510702426, -0.5296760283014854, -0.06883063336693976)"
139,1.0,"(103.8580904006958, 73.28328498292818, 521173, 36103, 0.005024642758537864, 814.6030157372725, -0.8049598459695142, -1.3887033337209058, -2.206758427918431, -4.506478867692724, -2.8839180732270804)"
140,1.0,"(108.82508850097656, 30.5711890014401, 521242, 66571, 0.0014780158962030246, 814.6569380891847, -0.5421125785980161, -0.5746794507133403, -1.1420374565762204, -2.3375466496466006, -1.428873786254771)"
141,1.0,"(131.49413013458252, 58.31348697093669, 519961, 46089, 0.003075998106585579, 813.6552752364111, 0.28901379373694985, 1.6130005287503157, 0.9913441575901063, 2.102607638469288, 2.189268021982627)"
142,1.0,"(142.2038688659668, 63.28190916528897, 527093, 33606, 0.005864938555724705, 819.2164862556729, -0.8955450486430456, -1.4139468340268861, -0.5668769965247248, -1.575379861394717, -1.0040081489622934)"
143,0.0,"(112.54094696044922, 18.83655057313783, 535260, 29647, 0.007652672837591625, 825.5387324135332, -0.8350322019201645, -1.0869219906248697, -1.6175730009925677, -3.1094314308276894, -2.113592881996973)"
144,0.0,"(122.79934406280518, 60.43640981824189, 529371, 61137, 0.0017797613124369215, 820.9848299670329, 0.6953428225462573, 2.3116832939104497, 3.8641053070784515, -7.265105327914776, -5.025771255135184)"
145,0.0,"(105.7576961517334, 49.08105299598909, 528878, 43689, 0.003481938991466064, 820.6024518245381, -0.5690680699801351, -0.7249502163843734, -0.8989152339508897, -1.8055926877051642, -1.240124662970216)"
146,1.0,"(109.14467716217041, 33.63799591706945, 524826, 57476, 0.0019964210196226294, 817.4528838441862, -0.590048060861277, -0.04788665657916828, -1.1290263621240648, -2.376555688968206, -1.149799396808656)"
147,0.0,"(117.69235706329346, 47.060840343254675, 525927, 84769, 0.0009197318185192748, 818.3098765406231, -0.46268934800547146, -0.556102577916548, -0.5327630956186916, -0.8892932504593148, -0.8104227166722234)"
148,0.0,"(115.39158248901367, 51.118910342063494, 534957, 50521, 0.0026338125465437457, 825.3050388389062, -0.6246531231981947, -1.054765771026275, -0.42057500580322316, -1.0298146354598015, -0.9241111046500619)"
149,1.0,"(111.35143089294434, 30.934984925861002, 530057, 85064, 0.00092053612528392, 821.5166056530362, -0.5388667119006765, -0.5591284287952831, -0.13798432015762993, 0.4357231754182242, 0.2901667185947635)"
150,0.0,"(115.40852737426758, 44.38117392464961, 530550, 66880, 0.0014905400645822704, 821.8985584968748, -0.2869278081578281, -0.17888926963182905, -0.6108686247211681, -1.1662065947242046, -0.6684439173572402)"
151,1.0,"(99.21663284301758, 41.84809768060688, 515894, 55472, 0.0021067970051415756, 810.4669281911521, 0.5270883069901586, 1.2185056206704685, 3.5713247580643257, 7.037178872611867, 4.1817038551243755)"
152,0.0,"(117.01175117492676, 49.90560374933282, 529959, 22583, 0.013058366903586523, 821.4406587747542, -1.0843012433931563, -1.7931505976500057, -2.1136462651275987, -4.326112097271084, -2.837556553360358)"
153,1.0,"(174.98987007141113, 58.61633201238129, 525047, 41400, 0.0038495269387602044, 817.6249771408424, -0.6923833300265995, -1.169180869885743, -1.9071807594238497, -3.4036453556467805, -2.490592587600363)"
154,0.0,"(126.81011009216309, 66.43872500004149, 523940, 65731, 0.0015238806020617787, 816.7625891705258, 0.27351244668141345, 1.5262009259592346, 1.2756220106140252, 3.740246947135383, -2.1310885664551433)"
155,1.0,"(119.43863773345947, 65.595526143836, 524182, 39786, 0.0041613228478689975, 816.9511925680548, 0.6101487531607471, 1.5614480453019943, 4.628888643157518, -8.847140145958235, 5.461293152949592)"
156,0.0,"(118.58791637420654, 41.69224280300291, 534152, 43116, 0.0036107531297375904, 824.6838480893007, -0.8561972342182713, -1.3061289355533745, -2.2698444182197726, -4.595155402098752, -2.922698191564642)"
157,1.0,"(157.19792556762695, 55.572614185018104, 526157, 39912, 0.004150670274551007, 818.4887898677775, -0.5671157091744705, -0.23003514074628983, -0.8765115611578363, 1.468177343039403, 0.899945096922119)"
158,0.0,"(78.24982070922852, 65.37135307662243, 475903, 62406, 0.0015355911942487048, 778.4205284151351, 0.7523428308543572, 2.60114865969243, 5.462769816488234, -10.237253520946977, -6.76446776644513)"
159,1.0,"(175.50631999969482, 56.66825455989204, 525413, 28787, 0.007967422771121314, 817.9099026897377, -0.9527702527590552, -1.3716939034092712, -1.5996316394502206, -3.2596309212608756, -2.1978264574021087)"
160,1.0,"(110.59801959991455, 29.0569522845414, 535623, 65451, 0.0015712182285155358, 825.8186148723472, -0.461716591190767, -0.6898165436883262, -0.8101842874215608, -1.4359339310533121, -1.1514145565110518)"
161,0.0,"(116.11646461486816, 54.23007065589477, 532063, 53246, 0.002358299436536828, 823.0696519070697, -0.7787139721673813, -1.324020763129686, -1.7498685578433428, -3.684656547025775, -2.4002513406344557)"
162,1.0,"(131.7333745956421, 64.50978616410082, 528082, 38416, 0.004496627820752739, 819.9846859928753, -0.8713341431016335, -1.2085312503043928, -1.0789555916592048, 2.7027233416957994, 1.6735097691906884)"
163,1.0,"(107.06105613708496, 71.08948527907594, 517283, 31226, 0.006666614756015595, 811.5572508574113, -0.8335857124677558, -0.6455799519886911, -1.36045398396184, -2.8918438294922755, -1.6735858156906054)"
164,1.0,"(107.95062732696533, 34.58152168821277, 533640, 56002, 0.0021382139815567295, 824.2885117799909, -0.5302761593189302, -0.3426631085227705, -0.0012240263605176132, -0.03349419630992003, -1.800123579610775)"
165,1.0,"(161.7145071029663, 64.52197717402443, 523967, 50158, 0.002617178701186436, 816.7836338567571, -0.8169542513554325, 0.13083151755685377, -0.5540235417977143, -0.8837090285521536, 0.054797754628811646)"
166,1.0,"(104.23781776428223, 71.03345706855013, 521241, 39126, 0.0042787561083722095, 814.6561566313121, 0.5754500490145962, 1.3786562413821402, 3.6936056630716436, 7.207544497083636, 4.55593054531332)"
167,0.0,"(128.72152042388916, 61.46363975343588, 527894, 65534, 0.00154462562810133, 819.8387135457949, 0.2877780532508214, 1.4562733176139142, 1.28442298486676, 2.9965486307868985, 2.2479522982237303)"
168,0.0,"(104.52705574035645, 57.87986130558606, 524810, 69401, 0.0013692429365398356, 817.4404231945351, -1.188580661379256, -1.2878454500855425, -2.8883434726064117, 5.378233168424439, 3.496209438653805)"
169,0.0,"(105.01193523406982, 65.82373372413119, 516790, 34320, 0.005513525747824768, 811.1704286545984, 0.4057495797780538, 1.6371997200173527, 1.8341043921486222, -4.3897716121490475, -2.7596531488759495)"
170,1.0,"(176.90988159179688, 50.79669615758027, 530814, 29053, 0.007902604810565823, 822.1030201252461, -1.0472273163442865, -1.9313033087730198, -2.811061255673053, -5.598399226159059, -3.710509021088898)"
171,0.0,"(157.128812789917, 45.88321653013373, 527803, 38720, 0.004423958263989646, 819.7680473340328, -1.0006062906629976, -1.3334474205370839, -1.7857599052545958, -3.723541802210267, -2.4476079485090843)"
172,1.0,"(167.33650588989258, 57.100860731045415, 522590, 42415, 0.003650329064760338, 815.7096626147986, 0.5422170435695959, 1.4345624325268238, 3.1505650310346214, -6.560650909895869, -3.9356361961068598)"
173,0.0,"(113.70284938812256, 42.967172082695186, 531725, 39439, 0.004295810891134229, 822.8081774777792, -0.6470114140261021, -0.599604563317977, -1.027449801905188, -2.180058899500736, -1.1720264601797696)"
174,0.0,"(115.02939128875732, 51.62050774626693, 532136, 39498, 0.0042862973312454925, 823.1261132883529, -0.9098861440953289, -1.5632553372009999, -0.21919514503242574, 0.9943822171330982, 0.9331784025630555)"
175,0.0,"(111.8262882232666, 54.9470032372014, 528391, 28705, 0.008058425094184947, 820.2245523526818, -0.9771938240679359, -1.5021485172265416, -1.0232785283357995, -2.6032457699501665, -1.3366387311347434)"
176,0.0,"(117.14065456390381, 53.59727310994842, 528821, 73874, 0.0012176860394331297, 820.5582302837462, 0.245455534515331, 3.1146633236268593, 1.1889326556670101, 2.327379674575421, 2.767456115818556)"
177,1.0,"(123.57482147216797, 69.55254006732872, 522532, 32742, 0.0061250882107841105, 815.6643953180462, -0.7648316455367408, -1.4827005636809827, -1.9615848570331107, -3.8649980273123177, -2.7013593341293083)"
178,0.0,"(119.7135591506958, 64.2528317718672, 529433, 57398, 0.0020194232493329937, 821.032905484166, -0.41165238114312336, -0.11916101489852846, -0.24116243513983637, -0.3238671040096855, 0.3006860244027894)"
179,0.0,"(119.25755977630615, 46.872820603364666, 530704, 39168, 0.004347098018145058, 822.0178339605108, -0.8663498258819315, -1.667669058391298, -2.3570699216772413, -4.73117611452177, -3.189134449548182)"
180,0.0,"(126.56727123260498, 57.0995957024096, 524468, 57776, 0.0019743944295524136, 817.1740313716298, -0.6499656548570689, -0.8903893423438571, -0.8110889457635719, -1.5370022662232994, -0.90938318599292)"
181,0.0,"(152.45199584960938, 46.0623625429821, 532742, 37036, 0.004880661071879254, 823.59467066106, -0.8878062585739481, -1.3170043500440902, -0.22943120300365644, 0.5105243747223873, -0.46034304430077744)"
182,1.0,"(157.92523670196533, 62.30732067267126, 527634, 36207, 0.005057752263407583, 819.6367939195951, -0.6811797730762498, -0.9887277775513866, -0.9125268458592147, -2.16448535375558, -1.2227673586113041)"
183,1.0,"(100.97783279418945, 53.29435636570195, 527091, 36845, 0.004879084538453776, 819.2149320379858, -0.9299209621014365, -1.3367972387256593, -1.4993634639437317, -2.796864935657281, -2.1575321362454942)"
184,0.0,"(110.56658744812012, 44.69091082520754, 525720, 23780, 0.01168263108382224, 818.148821094408, -0.9914724822632978, -1.8533364546655793, -2.4363916890403727, -4.824717331458478, -3.336950392518078)"
185,1.0,"(109.41183376312256, 72.45168314440137, 502528, 34065, 0.005441934902809088, 799.8990698436096, -0.5749486427062832, 0.23698974183656252, -1.0695288880046618, -2.2164107967188422, -0.7852693378973228)"
186,0.0,"(113.80354881286621, 40.99713546043457, 532950, 33012, 0.006145435398663253, 823.7554341954929, -0.9251698017442179, -1.6716036770193667, -2.204180557102803, -4.347220349561176, -3.037008101304048)"
187,0.0,"(112.67713642120361, 53.119865981745775, 530468, 32373, 0.006360674331214932, 821.8350411223485, -0.601159861700852, -0.6963593793304682, -1.1723525992955972, -2.4535871354103382, -1.0914370572845682)"
188,1.0,"(142.12364768981934, 64.00295085796633, 528563, 40090, 0.004132705995594179, 820.3580398117957, -0.8122585616820583, -1.043294512137045, -0.862174573847593, -1.8914854462348383, 0.9722751476270722)"
189,1.0,"(127.33404350280762, 60.54306213251413, 522794, 46453, 0.003044478598526639, 815.8688586717076, -0.7336225761448986, -0.9401348008208452, -1.8932849537102985, -3.476933246706254, 2.181506461245244)"
190,1.0,"(95.0576524734497, 68.49539678473455, 516279, 36404, 0.004895489380490965, 810.7692883406013, -1.1409133986857671, -2.186718568020494, -1.9659753421072907, -3.1466231135996816, 2.655775436009817)"
191,0.0,"(148.3795509338379, 54.353661160681504, 526097, 23298, 0.012179750935126209, 818.4421205965239, -0.9617782392430331, -1.454227939358651, -1.3076662602813989, 2.8498563050365706, 1.942710328809007)"
192,0.0,"(146.78993797302246, 55.404128587326376, 522041, 51766, 0.0024480780556549856, 815.2810835368923, -0.9313525618178543, -1.6057529992756037, -1.5721785595681814, -2.597026306582426, -2.3691730501843598)"
193,1.0,"(161.02268409729004, 50.96551995943256, 523472, 45125, 0.003230493643598106, 816.3977284152652, -0.8664184003632229, -1.3394289847014382, -0.15120479277256238, -0.5462838424886187, 0.8196956370547674)"
194,0.0,"(106.99609470367432, 51.1321459395994, 526469, 66522, 0.0014950374510240797, 818.7314271952533, -0.7325311863470343, -1.2923563975653183, -1.0317843485147946, 1.5528977283140724, 1.243097407789672)"
195,1.0,"(97.55977153778076, 44.81559834024428, 517946, 68889, 0.0013714961297493302, 812.0771695087842, 0.4896699621846601, 1.2715174668692273, 1.7023049277163635, 3.3383834939175756, 2.341730707099218)"
196,1.0,"(117.19982147216797, 73.77961079494669, 524467, 33301, 0.005943106061191219, 817.1732523208384, -0.5526788511733569, -0.27680709240501683, -0.2949119949251609, -0.8828076055134919, 0.30979790517359984)"
197,1.0,"(102.22292709350586, 67.60272515191919, 509163, 34157, 0.005484123940963848, 805.1623850602992, 0.5952839751936918, 1.5433680893670527, 3.7778833957065463, -7.294756245231291, -4.554942912004883)"
198,1.0,"(136.7247133255005, 69.54882300361962, 530164, 36497, 0.005001563225913696, 821.5995192275692, -0.9326321161454164, -0.8005501361027145, -1.5297826783873667, 3.32615273435458, 0.8605971797163257)"
199,1.0,"(124.44060039520264, 68.31451413252728, 527654, 34820, 0.005468919933308509, 819.6523279645386, -1.0188974306169634, -1.5801560030607822, -1.6290388011388466, -3.5360908186558473, -2.4178631050307673)"
200,0.0,"(136.13826084136963, 47.14190686608688, 533886, 43924, 0.0034773998484206995, 824.4784821816013, -0.7093180120087001, -0.7338063669423804, -0.07538459172701234, 0.0033623403717003477, 0.3110419733668427)"
201,1.0,"(126.8277416229248, 62.55482473677993, 527185, 45626, 0.003182351276217351, 819.2879770820556, -0.9226397515236122, -1.259701644191368, 0.15253034848590333, 0.5142522826839351, -0.08678222803165093)"
202,0.0,"(111.57707023620605, 44.342953908234826, 530885, 53083, 0.002367551312600505, 822.1579992353822, -0.6016360126297577, -0.9547390677753337, -0.6851698607626469, -1.3397724036659882, -0.7947368440397257)"
203,0.0,"(111.58909034729004, 48.43828044984137, 534849, 69701, 0.0013834486192306893, 825.2217261209602, 0.35704068158045943, 1.3310737777423325, 1.126836711657327, 2.409057701538534, 1.873280499806078)"
204,1.0,"(98.55908870697021, 68.3250556772692, 514204, 41231, 0.0038009974518900726, 809.1383484058827, 0.5412005879904902, 1.3144062484908885, 3.799471716167498, 8.186511241876275, 4.753792476996901)"
205,1.0,"(119.42829990386963, 77.90692244496455, 524616, 33084, 0.00602303478680546, 817.2893227008304, -0.6513163899991995, -0.7552227082605626, -1.549501745711981, -2.9956069813760635, -1.835127127157254)"
206,1.0,"(112.43974685668945, 61.53829749240839, 524228, 42448, 0.003656079346212311, 816.9870378760148, -0.8926641999352872, -1.4878894823829811, -1.9880908393249508, -4.066311476641251, -2.731789369414864)"
207,1.0,"(67.1305284500122, 61.44793264654428, 485708, 42984, 0.003303478355265306, 786.3985203408171, -0.5818846569473183, -0.876657167809322, -0.9779431253557801, -1.916788635004925, -1.4086087501773885)"
208,1.0,"(141.00968265533447, 64.11684686158314, 534859, 35142, 0.005442472248380582, 825.2294406148537, -0.9147166625351164, -1.1670453951355904, -1.4587127778401086, 2.122807969476727, 1.5706415327953829)"
209,0.0,"(109.36752796173096, 54.03243857252125, 527406, 38935, 0.004371943815858313, 819.4596849940779, -0.7224464390833135, -0.4979744378622885, -1.1381112349897256, -2.163637561266214, -1.000007267784356)"
210,1.0,"(111.35130023956299, 71.50629765637431, 522621, 27045, 0.008978892026018419, 815.7338561743256, -1.0553840085688624, -1.516232989632132, -2.2069046446310425, 4.35889035730084, -2.065135869890546)"
211,1.0,"(113.53497982025146, 74.87925764772956, 501933, 49137, 0.002612391959659336, 799.4253838899253, 0.756678094358288, 3.1828001089412417, 5.107775086345666, -10.623772799640955, -6.739322236710777)"
212,1.0,"(121.1274824142456, 60.70760327399142, 526127, 48121, 0.002855164703368143, 818.4654555647886, -0.8669673862728622, -1.438972970701263, -0.9522247753493526, -2.2957998239471364, -1.6615075736373137)"
213,1.0,"(157.5678997039795, 50.0415242353153, 527446, 52020, 0.002449329264223372, 819.4907595039633, -0.6556340689016221, 0.20427884439960783, -0.7073736598901577, 1.629268686477575, -0.4400833407447632)"
214,1.0,"(170.18747997283936, 48.02689379914875, 531859, 35265, 0.005374259097935188, 822.9118488776904, -1.0569735296517897, -1.6083016348326022, -1.3974008639013498, -3.154823047747664, -1.954730231994669)"
215,1.0,"(124.23766136169434, 66.02434607591609, 524130, 32732, 0.006147574457036112, 816.9106698911704, -0.5735001874395547, -0.785031077466759, -0.9951851320803644, -1.819138617012232, -0.9853916036447207)"
216,0.0,"(121.60240268707275, 60.38928576728068, 532673, 44281, 0.0034137814009232003, 823.5413335180654, -0.6709131108163984, 0.2177863056482599, -1.4887046262988783, 2.3101318336038386, 1.3733395182674566)"
